"separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","loadingOverlay_af017a src","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"—","Thursday, October 9, 2025 at 1:03 PM","Call Sweep","NVDA","205","12/19/2025","Call","Ask","400","$412K","2,962","20,878","10 hours ago","Thursday, October 9, 2025 at 12:48 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 1:03 PM","Call Sweep","ASTS","100","03/20/2026","Call","Ask","202","$404K","690","4,067","10 hours ago","Thursday, October 9, 2025 at 12:48 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:03 PM","]"
"[","Thursday, October 9, 2025 at 1:05 PM","Unusual Put Sweep","SNDK","130","10/17/2025","Put","Ask","2,514","$2M","2,683","557","10 hours ago","Thursday, October 9, 2025 at 12:50 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:05 PM","]"
"[","Thursday, October 9, 2025 at 1:07 PM","Call Sweep","TSLA","530","11/21/2025","Call","Ask","500","$530K","2,637","1,987","10 hours ago","Thursday, October 9, 2025 at 12:52 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:07 PM","]"
"[","Thursday, October 9, 2025 at 1:10 PM","Unusual Put Sweep","IREN","60","11/21/2025","Put","Ask","1,636","$1.4M","15,885","521","10 hours ago","Thursday, October 9, 2025 at 12:55 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:10 PM","]"
"—","Thursday, October 9, 2025 at 1:10 PM","Unusual Put Sweep","IREN","60","11/21/2025","Put","Ask","933","$793.1K","17,749","521","10 hours ago","Thursday, October 9, 2025 at 12:55 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 1:15 PM","Call Sweep","NVDA","205","12/19/2025","Call","Above","400","$403.7K","3,367","20,878","10 hours ago","Thursday, October 9, 2025 at 1:00 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:15 PM","]"
"—","Thursday, October 9, 2025 at 1:18 PM","Call Sweep","IREN","60","11/21/2025","Call","Ask","346","$403.1K","13,716","5,149","10 hours ago","Thursday, October 9, 2025 at 1:03 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 1:19 PM","Put Sweep","TSLA","400","03/20/2026","Put","Ask","325","$1.4M","568","2,600","10 hours ago","Thursday, October 9, 2025 at 1:04 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:19 PM","]"
"[","Thursday, October 9, 2025 at 1:19 PM","Call Sweep","DELL","165","01/16/2026","Call","Above","650","$822.7K","1,431","4,335","10 hours ago","Thursday, October 9, 2025 at 1:04 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:19 PM","]"
"[","Thursday, October 9, 2025 at 1:21 PM","Call Sweep","AMD","250","06/18/2026","Call","Ask","499","$1.9M","684","7,579","10 hours ago","Thursday, October 9, 2025 at 1:06 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:21 PM","]"
"[","Thursday, October 9, 2025 at 1:21 PM","Call Sweep","AMD","250","06/18/2026","Call","Ask","411","$1.6M","1,096","7,579","9 hours ago","Thursday, October 9, 2025 at 1:06 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:21 PM","]"
"[","Thursday, October 9, 2025 at 1:22 PM","Call Sweep","AMD","250","06/18/2026","Call","Ask","503","$1.9M","1,694","7,579","9 hours ago","Thursday, October 9, 2025 at 1:07 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:22 PM","]"
"[","Thursday, October 9, 2025 at 1:23 PM","Call Sweep","AMD","250","06/18/2026","Call","Ask","499","$1.9M","2,194","7,579","9 hours ago","Thursday, October 9, 2025 at 1:08 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:23 PM","]"
"[","Thursday, October 9, 2025 at 1:23 PM","Call Sweep","IBIT","63","12/19/2025","Call","Ask","499","$436.6K","1,048","2,355","9 hours ago","Thursday, October 9, 2025 at 1:08 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:23 PM","]"
"[","Thursday, October 9, 2025 at 1:24 PM","Call Sweep","IREN","60","11/21/2025","Call","Ask","372","$433.4K","14,665","5,149","9 hours ago","Thursday, October 9, 2025 at 1:09 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:24 PM","]"
"—","Thursday, October 9, 2025 at 1:31 PM","Call Sweep","NVDA","185","12/19/2025","Call","Ask","350","$689.5K","3,514","31,128","9 hours ago","Thursday, October 9, 2025 at 1:15 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 1:33 PM","Call Sweep","IBIT","70","12/19/2025","Call","Ask","2,000","$1M","4,998","50,281","9 hours ago","Thursday, October 9, 2025 at 1:18 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:33 PM","]"
"[","Thursday, October 9, 2025 at 1:34 PM","Call Sweep","CRCL","200","10/24/2025","Call","Ask","2,472","$729.2K","2,853","1,012","9 hours ago","Thursday, October 9, 2025 at 1:19 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:34 PM","]"
"[","Thursday, October 9, 2025 at 1:35 PM","Unusual Call Sweep","IREN","60","11/21/2025","Call","Ask","426","$502.7K","15,469","5,149","9 hours ago","Thursday, October 9, 2025 at 1:19 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:35 PM","]"
"[","Thursday, October 9, 2025 at 1:35 PM","Call Sweep","AMD","250","06/18/2026","Call","Ask","494","$1.9M","2,829","7,579","9 hours ago","Thursday, October 9, 2025 at 1:20 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:35 PM","]"
"[","Thursday, October 9, 2025 at 1:35 PM","Unusual Call Sweep","IREN","60","11/21/2025","Call","Ask","343","$404.7K","16,060","5,149","9 hours ago","Thursday, October 9, 2025 at 1:20 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:35 PM","]"
"[","Thursday, October 9, 2025 at 1:35 PM","Unusual Call Sweep","IREN","60","11/21/2025","Call","Ask","527","$621.9K","16,754","5,149","9 hours ago","Thursday, October 9, 2025 at 1:20 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:35 PM","]"
"—","Thursday, October 9, 2025 at 11:58 AM","Call Sweep","ASTS","85","01/16/2026","Call","Ask","232","$453.6K","623","1,992","11 hours ago","Thursday, October 9, 2025 at 11:43 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 12:04 PM","Call Sweep","GOOGL","260","12/19/2025","Call","Ask","500","$435K","2,695","21,668","11 hours ago","Thursday, October 9, 2025 at 11:49 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","12:04 PM","]"
"—","Thursday, October 9, 2025 at 12:07 PM","Call Sweep","TSLA","500","01/16/2026","Call","Ask","333","$959K","3,187","34,188","11 hours ago","Thursday, October 9, 2025 at 11:52 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 12:13 PM","Call Sweep","SNOW","300","01/16/2026","Call","Ask","400","$430K","1,071","2,752","11 hours ago","Thursday, October 9, 2025 at 11:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","12:13 PM","]"
"—","Thursday, October 9, 2025 at 12:15 PM","Call Sweep","SLV","40","01/16/2026","Call","Ask","2,751","$1.5M","4,488","49,690","11 hours ago","Thursday, October 9, 2025 at 11:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 1:35 PM","Unusual Call Sweep","IREN","60","11/21/2025","Call","Ask","395","$466.1K","17,149","5,149","9 hours ago","Thursday, October 9, 2025 at 1:20 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:35 PM","]"
"[","Thursday, October 9, 2025 at 1:35 PM","Unusual Call Sweep","IREN","60","11/21/2025","Call","Ask","754","$889.7K","17,903","5,149","9 hours ago","Thursday, October 9, 2025 at 1:20 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:35 PM","]"
"[","Thursday, October 9, 2025 at 1:36 PM","Put Sweep","KRE","60","01/16/2026","Put","Ask","1,995","$506.7K","2,002","11,440","9 hours ago","Thursday, October 9, 2025 at 1:21 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:36 PM","]"
"[","Thursday, October 9, 2025 at 1:37 PM","Call Sweep","SOFI","20","12/17/2027","Call","Ask","300","$435K","2,002","9,694","9 hours ago","Thursday, October 9, 2025 at 1:21 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:37 PM","]"
"—","Thursday, October 9, 2025 at 1:40 PM","Call Sweep","AEM","150","01/16/2026","Call","Ask","226","$456.5K","532","2,814","9 hours ago","Thursday, October 9, 2025 at 1:25 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 1:40 PM","Call Sweep","AMD","227.5","10/10/2025","Call","Ask","761","$418.6K","2,993","3,494","9 hours ago","Thursday, October 9, 2025 at 1:25 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:40 PM","]"
"[","Thursday, October 9, 2025 at 1:45 PM","Call Sweep","MU","200","10/31/2025","Call","Ask","656","$495.3K","1,021","2,818","9 hours ago","Thursday, October 9, 2025 at 1:30 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:45 PM","]"
"[","Thursday, October 9, 2025 at 1:46 PM","Call Sweep","IBIT","70","12/19/2025","Call","Ask","999","$514.5K","6,009","50,281","9 hours ago","Thursday, October 9, 2025 at 1:31 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:46 PM","]"
"—","Thursday, October 9, 2025 at 1:48 PM","Call Sweep","FSLR","250","11/21/2025","Call","Above","362","$454.4K","421","6,976","9 hours ago","Thursday, October 9, 2025 at 1:33 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 1:49 PM","Unusual Put Sweep","ARKK","88","11/21/2025","Put","Above","1,209","$657.1K","1,270","209","9 hours ago","Thursday, October 9, 2025 at 1:34 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:49 PM","]"
"[","Thursday, October 9, 2025 at 1:54 PM","Call Sweep","IREN","60","10/31/2025","Call","Ask","788","$661.9K","1,280","2,046","9 hours ago","Thursday, October 9, 2025 at 1:38 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:54 PM","]"
"[","Thursday, October 9, 2025 at 1:54 PM","Call Sweep","IREN","60","10/31/2025","Call","Ask","544","$454.2K","1,959","2,046","9 hours ago","Thursday, October 9, 2025 at 1:39 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","1:54 PM","]"
"—","Thursday, October 9, 2025 at 2:15 PM","Unusual Put Sweep","IREN","60","10/31/2025","Put","Ask","987","$528K","2,685","162","9 hours ago","Thursday, October 9, 2025 at 2:00 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 2:16 PM","Call Sweep","ONDS","10","03/20/2026","Call","Ask","2,698","$1.1M","3,476","19,769","9 hours ago","Thursday, October 9, 2025 at 2:01 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","2:16 PM","]"
"[","Thursday, October 9, 2025 at 2:16 PM","Call Sweep","AMZN","230","10/24/2025","Call","Ask","1,200","$456K","8,056","11,029","9 hours ago","Thursday, October 9, 2025 at 2:01 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","2:16 PM","]"
"[","Thursday, October 9, 2025 at 2:16 PM","Put Sweep","NVDA","195","12/19/2025","Put","Ask","363","$540.9K","1,100","2,343","9 hours ago","Thursday, October 9, 2025 at 2:01 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","2:16 PM","]"
"[","Thursday, October 9, 2025 at 2:16 PM","Call Sweep","NVDA","216","12/19/2025","Call","Ask","1,166","$752.1K","1,220","1,176","9 hours ago","Thursday, October 9, 2025 at 2:01 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","2:16 PM","]"
"[","Thursday, October 9, 2025 at 2:18 PM","Call Sweep","META","730","11/21/2025","Call","Above","1,490","$6.5M","2,162","3,335","9 hours ago","Thursday, October 9, 2025 at 2:02 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","2:18 PM","]"
"[","Thursday, October 9, 2025 at 2:19 PM","Call Sweep","GDX","60","01/16/2026","Call","Ask","414","$670.7K","866","16,214","9 hours ago","Thursday, October 9, 2025 at 2:04 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","2:19 PM","]"
"—","Thursday, October 9, 2025 at 2:23 PM","Put Sweep","CWEB","89","01/16/2026","Put","Ask","196","$680.1K","200","0","8 hours ago","Thursday, October 9, 2025 at 2:08 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 2:29 PM","Call Sweep","NVDA","200","11/21/2025","Call","Ask","678","$623.8K","25,824","60,734","8 hours ago","Thursday, October 9, 2025 at 2:14 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","2:29 PM","]"
